"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag","MetricID","SnapshotDate","StudyID"
"Japan","Country",134,775,0.172903225806452,-1.18600064363495,-1,"Analysis_cou0001",2025-02-01,"AA-AA-000-0000"
"UK","Country",151,607,0.248764415156507,1.26035815918549,0,"Analysis_cou0001",2025-02-01,"AA-AA-000-0000"
"US","Country",165,788,0.209390862944162,0.0699984562119223,0,"Analysis_cou0001",2025-02-01,"AA-AA-000-0000"
"Japan","Country",62,775,0.08,-1.38168690274585,-1,"Analysis_cou0002",2025-02-01,"AA-AA-000-0000"
"UK","Country",72,607,0.118616144975288,0.810271391033452,0,"Analysis_cou0002",2025-02-01,"AA-AA-000-0000"
"US","Country",90,788,0.114213197969543,0.65909147745461,0,"Analysis_cou0002",2025-02-01,"AA-AA-000-0000"
"UK","Country",92,607,0.151565074135091,1.22998098409864,0,"Analysis_cou0003",2025-02-01,"AA-AA-000-0000"
"US","Country",90,788,0.114213197969543,0.123636347930055,0,"Analysis_cou0003",2025-02-01,"AA-AA-000-0000"
"Japan","Country",58,775,0.0748387096774194,-1.21320271687227,0,"Analysis_cou0003",2025-02-01,"AA-AA-000-0000"
"UK","Country",75,607,0.123558484349259,1.06353583370466,0,"Analysis_cou0004",2025-02-01,"AA-AA-000-0000"
"US","Country",86,788,0.109137055837563,0.371342179881901,0,"Analysis_cou0004",2025-02-01,"AA-AA-000-0000"
"Japan","Country",62,775,0.08,-1.31567340775236,0,"Analysis_cou0004",2025-02-01,"AA-AA-000-0000"
"Japan","Country",729,48671,0.014978118386719,1.11918742108984,0,"Analysis_cou0005",2025-02-01,"AA-AA-000-0000"
"UK","Country",802,53928,0.0148716807595312,0.308508184510874,0,"Analysis_cou0005",2025-02-01,"AA-AA-000-0000"
"US","Country",902,61417,0.0146864874546135,-1.28539574317176,0,"Analysis_cou0005",2025-02-01,"AA-AA-000-0000"
"Japan","Country",5,45,0.111111111111111,0.880815615854051,0,"Analysis_cou0006",2025-02-01,"AA-AA-000-0000"
"US","Country",6,57,0.105263157894737,0.524819260043618,0,"Analysis_cou0006",2025-02-01,"AA-AA-000-0000"
"UK","Country",4,50,0.08,-1.3959686941887,0,"Analysis_cou0006",2025-02-01,"AA-AA-000-0000"
"Japan","Country",6,45,0.133333333333333,1.43539356661353,0,"Analysis_cou0007",2025-02-01,"AA-AA-000-0000"
"US","Country",6,57,0.105263157894737,-0.494535355046841,0,"Analysis_cou0007",2025-02-01,"AA-AA-000-0000"
"UK","Country",5,50,0.1,-0.833714634352295,0,"Analysis_cou0007",2025-02-01,"AA-AA-000-0000"
"Japan","Country",4230,67680,0.0625,0,0,"Analysis_cou0008",2025-02-01,"AA-AA-000-0000"
"UK","Country",4700,75200,0.0625,0,0,"Analysis_cou0008",2025-02-01,"AA-AA-000-0000"
"US","Country",5358,85728,0.0625,0,0,"Analysis_cou0008",2025-02-01,"AA-AA-000-0000"
"UK","Country",4339,4700,0.923191489361702,1.04710281620974,0,"Analysis_cou0009",2025-02-01,"AA-AA-000-0000"
"US","Country",4926,5358,0.919372900335946,0.228296356318996,0,"Analysis_cou0009",2025-02-01,"AA-AA-000-0000"
"Japan","Country",3857,4230,0.911820330969267,-1.36068235307771,0,"Analysis_cou0009",2025-02-01,"AA-AA-000-0000"
"Japan","Country",865,16920,0.0511229314420804,1.43950174947524,0,"Analysis_cou0010",2025-02-01,"AA-AA-000-0000"
"US","Country",1073,21432,0.0500653228816723,-0.519063012755213,0,"Analysis_cou0010",2025-02-01,"AA-AA-000-0000"
