"GroupID","GroupLevel","Numerator","Denominator","Metric","Score","Flag"
"0X958","Site",14,322,0.0434782608695652,-2.14415186336876,-2
"0X3585","Site",8,33,0.242424242424242,2.95599726433194,1
"0X9368","Site",9,49,0.183673469387755,2.2912968208828,1
"0X3901","Site",11,64,0.171875,2.31780113140345,1
"0X6603","Site",38,318,0.119496855345912,2.18966699630012,1
"0X9142","Site",59,864,0.068287037037037,-1.18812124354946,-1
"0X4629","Site",28,431,0.0649651972157773,-1.0589486592784,-1
"0X8799","Site",24,374,0.0641711229946524,-1.03538649364142,-1
"0X8091","Site",12,204,0.0588235294117647,-1.00811131864723,-1
"0X8953","Site",15,259,0.0579150579150579,-1.1825053185585,-1
"0X7514","Site",12,216,0.0555555555555556,-1.1904121875992,-1
"0X3989","Site",10,181,0.0552486187845304,-1.10286796435239,-1
"0X2901","Site",17,320,0.053125,-1.58749608418998,-1
"0X4005","Site",16,302,0.0529801324503311,-1.55022521901422,-1
"0X4264","Site",18,350,0.0514285714285714,-1.7613932052249,-1
"0X2950","Site",5,104,0.0480769230769231,-1.06908578970865,-1
"0X9568","Site",4,87,0.0459770114942529,-1.04023714271138,-1
"0X8354","Site",5,112,0.0446428571428571,-1.22527092323129,-1
"0X3973","Site",4,107,0.0373831775700935,-1.43694369258722,-1
"0X1268","Site",6,161,0.0372670807453416,-1.7673234847434,-1
"0X2839","Site",5,150,0.0333333333333333,-1.85943061571371,-1
"0X8957","Site",2,60,0.0333333333333333,-1.17600717934092,-1
"0X3811","Site",2,67,0.0298507462686567,-1.33356789803174,-1
"0X7117","Site",2,71,0.028169014084507,-1.41796182265084,-1
"0X8056","Site",8,48,0.166666666666667,1.89226986903415,0
"0X8909","Site",9,58,0.155172413793103,1.80107111993208,0
"0X2723","Site",5,34,0.147058823529412,1.2281929291271,0
"0X4622","Site",5,34,0.147058823529412,1.2281929291271,0
"0X4028","Site",6,41,0.146341463414634,1.33407202453977,0
"0X2674","Site",12,86,0.13953488372093,1.73095570383365,0
"0X4684","Site",11,83,0.132530120481928,1.49710688128263,0
"0X5087","Site",7,57,0.12280701754386,1.00669693596651,0
"0X8543","Site",5,41,0.121951219512195,0.836329647737318,0
"0X608","Site",4,33,0.121212121212121,0.736781304473322,0
"0X6120","Site",10,84,0.119047619047619,1.11227052803601,0
"0X1280","Site",8,68,0.117647058823529,0.963940284656824,0
"0X6605","Site",12,105,0.114285714285714,1.08804139262292,0
"0X4869","Site",22,202,0.108910891089109,1.26566437536638,0
